,out,tokens
10,"[0.6526400890876826, 0.1711269891376655, 0.1992680259062167, -0.0060807769604913]","[101, 19034, 2452, 27003, 1012, 1019, 4261, 2620, 1012, 1014, 19975, 1012, 1020, 17528, 1012, 1016, 6273, 1012, 1022, 1011, 1020, 1012, 1019, 5585, 2549, 1012, 1014, 19034, 5835, 4805, 2575, 1012, 1022, 4720, 2575, 1012, 1014, 20637, 1012, 1023, 4090, 2620, 1012, 1016, 1014, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 2529, 3531, 2192, 2033, 1996, 5835, 102]"
11,"[0.2882282428697875, -0.1678587588393835, 0.1935395655390734, 0.0031110920877153]","[101, 19034, 1060, 10020, 19348, 1012, 2423, 1061, 10020, 16621, 1012, 1019, 1060, 17848, 21950, 1012, 1019, 1061, 17848, 19235, 1012, 2423, 2415, 1035, 1060, 17825, 2415, 1035, 1061, 12862, 7605, 1035, 1060, 1011, 16327, 1012, 17295, 2581, 2581, 2620, 7605, 1035, 1061, 1011, 16528, 1012, 5890, 27814, 2683, 2509, 7605, 1035, 1062, 6205, 2549, 1012, 1014, 7023, 1014, 1012, 6205, 24087, 22907, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 5890, 1024, 2324, 9099, 1035, 1060, 1014, 1012, 14210, 20842, 2487, 9099, 1035, 1061, 1011, 1014, 1012, 12387, 18139, 9099, 1035, 1062, 1014, 1012, 27525, 22203, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2683, 2620, 19317, 1053, 1035, 1061, 1014, 1012, 19342, 22022, 2475, 1053, 1035, 1062, 1014, 1012, 6185, 22275, 2683, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 2575, 17465, 2629, 2171, 1024, 3438, 1010, 26718, 18863, 1024, 4874, 19348, 1012, 1016, 21950, 1012, 1019, 16621, 1012, 1019, 19235, 1012, 1016, 1011, 16327, 1012, 1019, 1011, 16528, 1012, 1014, 6205, 2549, 1012, 1014, 19034, 1060, 10020, 25246, 1012, 1019, 1061, 10020, 1014, 1012, 22810, 1060, 17848, 29562, 1012, 1014, 1061, 17848, 8732, 1012, 7466, 2415, 1035, 1060, 27240, 2415, 1035, 1061, 5786, 7605, 1035, 1060, 1011, 5187, 1012, 6275, 22025, 2581, 2487, 7605, 1035, 1061, 1011, 23988, 1012, 4466, 22610, 2575, 2620, 7605, 1035, 1062, 6070, 2509, 1012, 1014, 7023, 1014, 1012, 24841, 2692, 20842, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5757, 1024, 4008, 9099, 1035, 1060, 1014, 1012, 24841, 19317, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 16785, 27531, 2683, 9099, 1035, 1062, 1014, 1012, 4437, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 21472, 16932, 1053, 1035, 1061, 1014, 1012, 27878, 25746, 2549, 1053, 1035, 1062, 1014, 1012, 4002, 21486, 14526, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2620, 22407, 2171, 1024, 1016, 1010, 26718, 18863, 1024, 4874, 25246, 1012, 1019, 29562, 1012, 1014, 1014, 1012, 1020, 8732, 1012, 1016, 1011, 5187, 1012, 1022, 1011, 23988, 1012, 1019, 6070, 2509, 1012, 1014, 2529, 10616, 1996, 2157, 2452, 3531, 102]"
12,"[0.6879633765288405, 0.1298449796687345, 0.260469458924111, 0.0137812082473671]","[101, 19034, 5835, 4601, 2683, 1012, 1019, 4720, 2549, 1012, 1014, 11816, 1012, 1020, 4261, 2549, 1012, 1014, 6640, 2692, 1012, 1019, 28906, 1012, 1019, 19883, 2549, 1012, 1014, 2529, 3531, 2192, 2033, 1996, 3482, 19034, 2452, 20802, 1012, 1020, 25504, 1012, 1014, 17365, 1012, 1023, 5539, 1012, 1020, 1011, 16710, 1012, 1018, 1011, 5824, 1012, 1023, 6564, 2475, 1012, 1014, 102]"
13,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 5835, 16345, 1012, 1016, 25717, 1012, 1019, 2531, 1012, 1019, 22238, 1012, 1019, 1011, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 19034, 1060, 10020, 28135, 1012, 4293, 1061, 10020, 11502, 1012, 1014, 1060, 17848, 27810, 1012, 2423, 1061, 17848, 20713, 1012, 4293, 2415, 1035, 1060, 26499, 2415, 1035, 1061, 16785, 7605, 1035, 1060, 1011, 1020, 1012, 20636, 2692, 2620, 2549, 7605, 1035, 1061, 1011, 19681, 1012, 4029, 23632, 20842, 7605, 1035, 1062, 5585, 2487, 1012, 1014, 7023, 1014, 1012, 6205, 2575, 2683, 2683, 2475, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 3429, 9099, 1035, 1060, 1014, 1012, 17222, 20958, 2629, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 2575, 19481, 2581, 9099, 1035, 1062, 1014, 1012, 26263, 2683, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 27814, 2487, 1053, 1035, 1061, 1014, 1012, 19342, 2683, 2620, 2487, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2575, 21926, 2549, 1053, 1035, 1059, 1011, 1014, 1012, 4002, 16086, 2620, 2683, 2171, 1024, 2260, 1010, 26718, 18863, 1024, 4874, 28135, 1012, 1022, 27810, 1012, 1016, 11502, 1012, 1014, 20713, 1012, 1022, 1011, 1020, 1012, 1016, 1011, 19681, 1012, 1018, 5585, 2487, 1012, 1014, 2529, 2507, 2033, 1996, 10336, 3531, 102]"
14,"[0.636453940676493, -0.0004398997044293, 0.0747861493749924, -0.2983138441782437]","[101, 2529, 10616, 1996, 11565, 11867, 6657, 19099, 2099, 3531, 19034, 2452, 24232, 1012, 1014, 4029, 2575, 1012, 1019, 8380, 1012, 1014, 25162, 1012, 1016, 4413, 1012, 1016, 1011, 4413, 1012, 1014, 9645, 2692, 1012, 1014, 19034, 5835, 20294, 1012, 1022, 23859, 1012, 1022, 16798, 1012, 1019, 3486, 2509, 1012, 1014, 1011, 11176, 1012, 1020, 3963, 1012, 1020, 3963, 2629, 1012, 1014, 102]"
15,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 1060, 10020, 16345, 1012, 22810, 1061, 10020, 13741, 1012, 1019, 1060, 17848, 25745, 1012, 1014, 1061, 17848, 25504, 1012, 4293, 2415, 1035, 1060, 11212, 2415, 1035, 1061, 19936, 7605, 1035, 1060, 1011, 18610, 1012, 4700, 2683, 2683, 2575, 7605, 1035, 1061, 1011, 2753, 1012, 10630, 2620, 22407, 7605, 1035, 1062, 6275, 2575, 1012, 1014, 7023, 1014, 1012, 6584, 2620, 21057, 2575, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 2459, 9099, 1035, 1060, 1014, 1012, 4749, 2581, 14526, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 11899, 16703, 2629, 9099, 1035, 1062, 1014, 1012, 22234, 16068, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2692, 2620, 21472, 1053, 1035, 1061, 1014, 1012, 4229, 2683, 22907, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 26976, 2581, 2475, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 2575, 22907, 2509, 2171, 1024, 2538, 1010, 26718, 18863, 1024, 4874, 16345, 1012, 1020, 25745, 1012, 1014, 13741, 1012, 1019, 25504, 1012, 1022, 1011, 18610, 1012, 1019, 1011, 2753, 1012, 1015, 6275, 2575, 1012, 1014, 2529, 3413, 2033, 1996, 2452, 19034, 5835, 20294, 1012, 1022, 23859, 1012, 1022, 16798, 1012, 1019, 3486, 2509, 1012, 1014, 1011, 11176, 1012, 1020, 3963, 1012, 1020, 3963, 2629, 1012, 1014, 102]"
16,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 2452, 9475, 1012, 1016, 27517, 1012, 1016, 7558, 1012, 1020, 18744, 1012, 1020, 27954, 1012, 1021, 1011, 4261, 2509, 1012, 1017, 18540, 2629, 1012, 1014, 2529, 2192, 2033, 1996, 2187, 10336, 19034, 1060, 10020, 24622, 1012, 1019, 1061, 10020, 5539, 1012, 8732, 1060, 17848, 4261, 2575, 1012, 1019, 1061, 17848, 4601, 2509, 1012, 1014, 2415, 1035, 1060, 28358, 2415, 1035, 1061, 27533, 7605, 1035, 1060, 1014, 1012, 1014, 7605, 1035, 1061, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 28977, 14526, 2487, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 3486, 9099, 1035, 1060, 1014, 1012, 3963, 2683, 26976, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 22932, 18827, 9099, 1035, 1062, 1014, 1012, 24398, 12740, 2620, 1053, 1035, 1060, 1014, 1012, 29359, 2581, 16147, 1053, 1035, 1061, 1011, 1014, 1012, 19342, 15136, 2549, 1053, 1035, 1062, 1014, 1012, 5890, 10790, 2620, 2487, 1053, 1035, 1059, 1014, 1012, 5890, 2575, 2581, 19961, 2171, 1024, 2756, 1010, 26718, 18863, 1024, 4874, 24622, 1012, 1019, 4261, 2575, 1012, 1019, 5539, 1012, 1015, 4601, 2509, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 102]"
17,"[0.5706715012924846, -0.0224868479985164, 0.1988993913769697, -0.0264749846066968]","[101, 19034, 5835, 23532, 1012, 1019, 4464, 2581, 1012, 1014, 20311, 1012, 1016, 26257, 1012, 1014, 6282, 1012, 1020, 2324, 1012, 1022, 5986, 2509, 1012, 1014, 19034, 2452, 16029, 1012, 1016, 23988, 1012, 1016, 20741, 1012, 1022, 26257, 1012, 1016, 13285, 1012, 1015, 4185, 1012, 1021, 3938, 2629, 1012, 1014, 2529, 10616, 1996, 14757, 3531, 102]"
18,"[0.4379798463530173, -0.1563007386679468, 0.1950844680337645, 0.0255869824200615]","[101, 2529, 3531, 2192, 2033, 1996, 2187, 2452, 19034, 1060, 10020, 17014, 1012, 1019, 1061, 10020, 7287, 1012, 22810, 1060, 17848, 19540, 1012, 1019, 1061, 17848, 19121, 1012, 27658, 2415, 1035, 1060, 23988, 2415, 1035, 1061, 17332, 7605, 1035, 1060, 3429, 2475, 1012, 5818, 22025, 24087, 7605, 1035, 1061, 1011, 4466, 2629, 1012, 5757, 18139, 24434, 7605, 1035, 1062, 18512, 2509, 1012, 1014, 7023, 1014, 1012, 6486, 2581, 2683, 26224, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5840, 1024, 5401, 9099, 1035, 1060, 1014, 1012, 20549, 2683, 20842, 9099, 1035, 1061, 1014, 1012, 8746, 23352, 2620, 9099, 1035, 1062, 1014, 1012, 2857, 28311, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2692, 2581, 24594, 1053, 1035, 1061, 1014, 1012, 4229, 2683, 18139, 2683, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2581, 2683, 23777, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 19317, 2692, 2575, 2171, 1024, 1014, 1010, 26718, 18863, 1024, 4874, 17014, 1012, 1019, 19540, 1012, 1019, 7287, 1012, 1020, 19121, 1012, 1023, 3429, 2509, 1012, 1014, 1011, 4466, 2629, 1012, 1015, 18512, 2509, 1012, 1014, 19034, 1060, 10020, 20802, 1012, 22810, 1061, 10020, 17365, 1012, 27658, 1060, 17848, 25504, 1012, 1014, 1061, 17848, 5539, 1012, 22810, 2415, 1035, 1060, 23254, 2415, 1035, 1061, 18744, 7605, 1035, 1060, 1011, 16710, 1012, 4413, 14142, 2581, 2575, 7605, 1035, 1061, 1011, 5824, 1012, 3938, 23833, 2575, 2620, 7605, 1035, 1062, 6564, 2475, 1012, 1014, 7023, 1014, 1012, 6486, 19961, 21486, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 4413, 1024, 5401, 9099, 1035, 1060, 1014, 1012, 4724, 2581, 2683, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 16734, 14142, 2487, 9099, 1035, 1062, 1014, 1012, 3925, 2620, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 22907, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 21926, 23499, 1053, 1035, 1062, 1014, 1012, 6185, 24087, 2620, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2683, 23777, 2475, 2171, 1024, 4583, 1010, 26718, 18863, 1024, 4874, 20802, 1012, 1020, 25504, 1012, 1014, 17365, 1012, 1023, 5539, 1012, 1020, 1011, 16710, 1012, 1018, 1011, 5824, 1012, 1023, 6564, 2475, 1012, 1014, 102]"
19,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 5835, 28203, 1012, 1016, 4466, 2620, 1012, 1022, 14168, 1012, 1016, 26871, 1012, 1016, 25535, 1012, 1020, 1011, 8746, 1012, 1014, 18744, 2683, 1012, 1014, 19034, 1060, 10020, 4724, 2509, 1012, 2423, 1061, 10020, 25162, 1012, 1019, 1060, 17848, 2753, 2549, 1012, 2423, 1061, 17848, 23785, 1012, 1019, 2415, 1035, 1060, 4805, 2620, 2415, 1035, 1061, 24622, 7605, 1035, 1060, 6282, 2692, 1012, 6535, 27814, 23499, 7605, 1035, 1061, 4261, 2509, 1012, 24232, 22203, 2509, 7605, 1035, 1062, 18164, 2575, 1012, 1014, 7023, 1014, 1012, 6079, 28311, 21926, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2324, 1024, 2385, 9099, 1035, 1060, 1014, 1012, 6191, 20958, 2581, 2509, 9099, 1035, 1061, 1014, 1012, 5641, 23777, 21619, 9099, 1035, 1062, 1014, 1012, 29140, 24087, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2683, 19961, 2487, 1053, 1035, 1061, 1014, 1012, 4029, 17914, 2683, 2629, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 23352, 16147, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 22025, 2581, 2581, 2171, 1024, 3770, 1010, 26718, 18863, 1024, 4874, 4724, 2509, 1012, 1016, 2753, 2549, 1012, 1016, 25162, 1012, 1019, 23785, 1012, 1019, 6282, 2692, 1012, 1022, 4261, 2509, 1012, 1017, 18164, 2575, 1012, 1014, 2529, 3413, 2033, 1996, 2157, 2892, 102]"
20,"[-1.0, -1.0, -1.0, -1.0]","[101, 2529, 3413, 2033, 1996, 2157, 2892, 19034, 1060, 10020, 26628, 1012, 2423, 1061, 10020, 13741, 1012, 18034, 1060, 17848, 3486, 2509, 1012, 2423, 1061, 17848, 19015, 1012, 18034, 2415, 1035, 1060, 24426, 2415, 1035, 1061, 18677, 7605, 1035, 1060, 1014, 1012, 1014, 7605, 1035, 1061, 1011, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 5354, 20842, 22394, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5641, 1024, 4466, 9099, 1035, 1060, 1014, 1012, 4029, 2683, 24087, 2509, 9099, 1035, 1061, 1014, 1012, 5890, 26187, 2549, 9099, 1035, 1062, 1014, 1012, 4051, 18139, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 17788, 22907, 1053, 1035, 1061, 1014, 1012, 9475, 2683, 19481, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2620, 19317, 2629, 1053, 1035, 1059, 1014, 1012, 4002, 2581, 17788, 2620, 2171, 1024, 2324, 1010, 26718, 18863, 1024, 4874, 26628, 1012, 1016, 3486, 2509, 1012, 1016, 13741, 1012, 1018, 19015, 1012, 1018, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 19034, 2452, 27003, 1012, 1019, 4261, 2620, 1012, 1014, 19975, 1012, 1020, 17528, 1012, 1016, 6273, 1012, 1022, 1011, 1020, 1012, 1019, 5585, 2549, 1012, 1014, 102]"
21,"[0.6526400890876826, 0.1711269891376655, 0.1992680259062167, -0.0060807769604913]","[101, 19034, 1060, 10020, 17196, 1012, 1014, 1061, 10020, 9645, 1012, 6282, 17788, 1060, 17848, 3486, 2683, 1012, 1014, 1061, 17848, 22018, 1012, 4293, 2415, 1035, 1060, 29562, 2415, 1035, 1061, 18582, 7605, 1035, 1060, 2382, 1012, 27037, 16932, 7605, 1035, 1061, 1011, 18610, 1012, 5139, 2683, 21926, 2549, 7605, 1035, 1062, 6227, 2487, 1012, 1014, 7023, 1014, 1012, 6445, 22907, 27009, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2340, 1024, 2321, 9099, 1035, 1060, 1014, 1012, 4261, 26187, 22932, 9099, 1035, 1061, 1014, 1012, 5890, 22203, 22275, 9099, 1035, 1062, 1014, 1012, 24368, 22907, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2575, 22907, 1053, 1035, 1061, 1014, 1012, 18034, 2683, 2575, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 6185, 16068, 2692, 2475, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 21472, 24594, 2171, 1024, 2676, 1010, 26718, 18863, 1024, 4874, 17196, 1012, 1014, 3486, 2683, 1012, 1014, 9645, 1012, 1022, 22018, 1012, 1022, 2382, 1012, 1016, 1011, 18610, 1012, 1019, 6227, 2487, 1012, 1014, 19034, 1060, 10020, 4805, 2575, 1012, 4293, 1061, 10020, 20637, 1012, 27658, 1060, 17848, 4720, 2575, 1012, 1014, 1061, 17848, 4090, 2620, 1012, 2423, 2415, 1035, 1060, 4749, 2575, 2415, 1035, 1061, 22060, 7605, 1035, 1060, 1014, 1012, 1014, 7605, 1035, 1061, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 4229, 22610, 28756, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5641, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 3515, 23833, 2549, 9099, 1035, 1061, 1014, 1012, 28455, 22907, 9099, 1035, 1062, 1014, 1012, 2826, 2575, 2620, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 2575, 2581, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 18827, 2487, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 16086, 2620, 2487, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2575, 17788, 2575, 2171, 1024, 2321, 1010, 26718, 18863, 1024, 4874, 4805, 2575, 1012, 1022, 4720, 2575, 1012, 1014, 20637, 1012, 1023, 4090, 2620, 1012, 1016, 1014, 1012, 1014, 1014, 1012, 1014, 1014, 1012, 1014, 2529, 6723, 1996, 2187, 4874, 3531, 102]"
22,"[0.5863145127754106, 0.0348688953043089, 0.320766338670296, 0.0019438417710987]","[101, 19034, 5835, 28469, 1012, 1019, 4413, 2549, 1012, 1019, 16065, 1012, 1014, 25048, 1012, 1014, 17332, 1012, 1014, 1011, 4090, 1012, 1015, 9645, 2683, 1012, 1014, 2529, 3413, 2033, 1996, 5835, 3531, 19034, 2452, 17014, 1012, 1019, 19540, 1012, 1019, 7287, 1012, 1020, 19121, 1012, 1023, 3429, 2509, 1012, 1014, 1011, 4466, 2629, 1012, 1015, 18512, 2509, 1012, 1014, 102]"
23,"[0.3765438599304039, 0.0151526432976748, 0.2572740267339388, -0.0215024309688277]","[101, 19034, 5835, 17196, 1012, 1014, 3486, 2683, 1012, 1014, 9645, 1012, 1022, 22018, 1012, 1022, 2382, 1012, 1016, 1011, 18610, 1012, 1019, 6227, 2487, 1012, 1014, 2529, 3531, 6723, 1996, 4874, 19034, 2452, 29562, 1012, 1016, 28048, 1012, 1016, 22115, 1012, 1015, 14210, 1012, 1016, 9645, 1012, 1020, 5345, 1012, 1018, 6564, 2509, 1012, 1014, 102]"
24,"[0.534339572526245, 0.19795078144167, 0.0780140241211881, 0.2948140510222967]","[101, 19034, 5835, 27509, 1012, 1019, 4724, 2683, 1012, 1019, 17403, 1012, 1014, 27173, 1012, 1016, 17943, 1012, 1022, 1011, 2861, 1012, 1016, 6445, 2581, 1012, 1014, 19034, 2452, 18164, 1012, 1023, 21777, 1012, 1014, 25143, 1012, 1019, 8698, 1012, 1014, 1011, 14748, 1012, 1020, 15028, 1012, 1022, 4293, 2581, 1012, 1014, 2529, 3531, 2192, 2033, 1996, 5835, 102]"
25,"[0.2882282428697875, -0.1678587588393835, 0.1935395655390734, 0.0031110920877153]","[101, 2529, 2064, 1045, 2031, 1996, 14757, 3531, 19034, 2452, 25246, 1012, 1019, 29562, 1012, 1014, 1014, 1012, 1020, 8732, 1012, 1016, 1011, 5187, 1012, 1022, 1011, 23988, 1012, 1019, 6070, 2509, 1012, 1014, 19034, 5835, 28469, 1012, 1019, 4413, 2549, 1012, 1019, 16065, 1012, 1014, 25048, 1012, 1014, 17332, 1012, 1014, 1011, 4090, 1012, 1015, 9645, 2683, 1012, 1014, 102]"
26,"[0.6477471170682055, -0.038082890503715, 0.1674567501857178, 0.0060315763427278]","[101, 2529, 2507, 2033, 1996, 2157, 14757, 19034, 1060, 10020, 28977, 1012, 2423, 1061, 10020, 24709, 1012, 2423, 1060, 17848, 27433, 1012, 2423, 1061, 17848, 3486, 2683, 1012, 4293, 2415, 1035, 1060, 4261, 2475, 2415, 1035, 1061, 26499, 7605, 1035, 1060, 7886, 1012, 3438, 22610, 17134, 7605, 1035, 1061, 17365, 1012, 5764, 2581, 21926, 2620, 7605, 1035, 1062, 6255, 2475, 1012, 1014, 7023, 1014, 1012, 5187, 27531, 2581, 2549, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 2871, 9099, 1035, 1060, 1014, 1012, 4185, 2581, 2581, 22610, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 17914, 2620, 2509, 9099, 1035, 1062, 1014, 1012, 16785, 19961, 2581, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 15136, 15136, 1053, 1035, 1061, 1014, 1012, 4029, 16068, 2575, 2509, 1053, 1035, 1062, 1014, 1012, 4002, 16086, 16703, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 2692, 27531, 2475, 2171, 1024, 2340, 1010, 26718, 18863, 1024, 4874, 28977, 1012, 1016, 27433, 1012, 1016, 24709, 1012, 1016, 3486, 2683, 1012, 1022, 7886, 1012, 1020, 17365, 1012, 1021, 6255, 2475, 1012, 1014, 19034, 1060, 10020, 20802, 1012, 22810, 1061, 10020, 17365, 1012, 27658, 1060, 17848, 25504, 1012, 1014, 1061, 17848, 5539, 1012, 22810, 2415, 1035, 1060, 23254, 2415, 1035, 1061, 18744, 7605, 1035, 1060, 1011, 16710, 1012, 4413, 14142, 2581, 2575, 7605, 1035, 1061, 1011, 5824, 1012, 3938, 23833, 2575, 2620, 7605, 1035, 1062, 6564, 2475, 1012, 1014, 7023, 1014, 1012, 6486, 19961, 21486, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 4413, 1024, 5401, 9099, 1035, 1060, 1014, 1012, 4724, 2581, 2683, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 16734, 14142, 2487, 9099, 1035, 1062, 1014, 1012, 3925, 2620, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 22907, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 21926, 23499, 1053, 1035, 1062, 1014, 1012, 6185, 24087, 2620, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2683, 23777, 2475, 2171, 1024, 4583, 1010, 26718, 18863, 1024, 4874, 20802, 1012, 1020, 25504, 1012, 1014, 17365, 1012, 1023, 5539, 1012, 1020, 1011, 16710, 1012, 1018, 1011, 5824, 1012, 1023, 6564, 2475, 1012, 1014, 102]"
27,"[0.3176064238667674, 0.0443874992525981, 0.164981112104008, -0.0026350140841338]","[101, 19034, 2452, 3486, 2509, 1012, 1022, 24837, 1012, 1016, 16087, 1012, 1023, 18512, 1012, 1020, 22060, 1012, 1022, 1011, 21211, 1012, 1023, 25682, 1012, 1014, 2529, 10616, 1996, 14757, 3531, 19034, 5835, 4029, 2509, 1012, 1019, 4601, 2575, 1012, 1019, 5187, 1012, 1018, 11827, 1012, 1014, 18225, 1012, 1022, 1011, 28135, 1012, 1018, 5986, 2509, 1012, 1014, 102]"
