,out,tokens
10,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 5835, 21005, 1012, 1019, 19652, 1012, 1019, 11176, 1012, 1014, 4261, 2487, 1012, 1022, 1011, 5388, 1012, 1019, 1018, 1012, 1014, 6079, 2620, 1012, 1014, 2529, 6723, 1996, 2892, 3531, 19034, 1060, 10020, 4261, 2475, 1012, 2423, 1061, 10020, 2410, 1012, 4293, 1060, 17848, 4008, 2629, 1012, 4293, 1061, 17848, 19843, 1012, 2423, 2415, 1035, 1060, 2871, 2683, 2415, 1035, 1061, 7287, 7605, 1035, 1060, 24673, 1012, 5388, 2620, 19841, 2629, 7605, 1035, 1061, 1011, 23712, 1012, 28048, 16576, 2620, 7605, 1035, 1062, 28192, 1012, 1014, 7023, 1014, 1012, 6205, 17465, 2692, 2683, 2465, 4464, 2171, 5835, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2321, 1024, 2459, 9099, 1035, 1060, 1014, 1012, 27234, 20842, 2549, 9099, 1035, 1061, 1014, 1012, 5539, 18827, 2509, 9099, 1035, 1062, 1014, 1012, 20741, 12521, 2487, 1053, 1035, 1060, 1011, 1014, 1012, 3515, 17465, 22610, 1053, 1035, 1061, 1011, 1014, 1012, 23628, 28154, 2575, 1053, 1035, 1062, 1014, 1012, 25048, 23632, 2575, 1053, 1035, 1059, 1011, 1014, 1012, 4185, 27009, 2683, 2620, 2171, 1024, 6356, 1010, 26718, 18863, 1024, 4874, 4261, 2475, 1012, 1016, 4008, 2629, 1012, 1022, 2410, 1012, 1022, 19843, 1012, 1016, 24673, 1012, 1020, 1011, 23712, 1012, 1018, 28192, 1012, 1014, 102]"
11,"[0.6879633765288405, 0.1298449796687345, 0.260469458924111, 0.0137812082473671]","[101, 19034, 1060, 10020, 4601, 2683, 1012, 1019, 1061, 10020, 11816, 1012, 22810, 1060, 17848, 4720, 2549, 1012, 1014, 1061, 17848, 4261, 2549, 1012, 1014, 2415, 1035, 1060, 4700, 2487, 2415, 1035, 1061, 22060, 7605, 1035, 1060, 6640, 2692, 1012, 2753, 23833, 22907, 7605, 1035, 1061, 28906, 1012, 28952, 26224, 2549, 7605, 1035, 1062, 19883, 2549, 1012, 1014, 7023, 1014, 1012, 25535, 2620, 2683, 2620, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2184, 1024, 2756, 9099, 1035, 1060, 1014, 1012, 6273, 2581, 2683, 2575, 2509, 9099, 1035, 1061, 1014, 1012, 14378, 2620, 19961, 9099, 1035, 1062, 1014, 1012, 13539, 21472, 2683, 1053, 1035, 1060, 1014, 1012, 6227, 18139, 16932, 1053, 1035, 1061, 1011, 1014, 1012, 4261, 2683, 22407, 2683, 1053, 1035, 1062, 1014, 1012, 5890, 24434, 2620, 2487, 1053, 1035, 1059, 1014, 1012, 6185, 27814, 25746, 2171, 1024, 2570, 1010, 26718, 18863, 1024, 4874, 4601, 2683, 1012, 1019, 4720, 2549, 1012, 1014, 11816, 1012, 1020, 4261, 2549, 1012, 1014, 6640, 2692, 1012, 1019, 28906, 1012, 1019, 19883, 2549, 1012, 1014, 19034, 1060, 10020, 28489, 1012, 4293, 1061, 10020, 20003, 1012, 1014, 1060, 17848, 4261, 2683, 1012, 2423, 1061, 17848, 26267, 1012, 1019, 2415, 1035, 1060, 3486, 2620, 2415, 1035, 1061, 11212, 7605, 1035, 1060, 6109, 1012, 5775, 21619, 7605, 1035, 1061, 1017, 1012, 5385, 2683, 20842, 7605, 1035, 1062, 5989, 2683, 1012, 1014, 7023, 1014, 1012, 25392, 18827, 2475, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5641, 1024, 3429, 9099, 1035, 1060, 1014, 1012, 4868, 22932, 2581, 2475, 9099, 1035, 1061, 1014, 1012, 6185, 23833, 9099, 1035, 1062, 1014, 1012, 3699, 2692, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 21619, 16576, 1053, 1035, 1061, 1014, 1012, 4229, 22907, 2581, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 22203, 2581, 2549, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 21619, 25746, 2171, 1024, 2459, 1010, 26718, 18863, 1024, 4874, 28489, 1012, 1022, 4261, 2683, 1012, 1016, 20003, 1012, 1014, 26267, 1012, 1019, 6109, 1012, 1016, 1017, 1012, 1022, 5989, 2683, 1012, 1014, 2529, 2064, 1045, 2031, 1996, 2157, 4874, 102]"
12,"[0.4794593657171276, 0.1129011570952087, 0.2904640037412822, -0.0138363169556308]","[101, 19034, 2452, 18164, 1012, 1023, 21777, 1012, 1014, 25143, 1012, 1019, 8698, 1012, 1014, 1011, 14748, 1012, 1020, 15028, 1012, 1022, 4293, 2581, 1012, 1014, 2529, 3413, 2033, 1996, 4874, 19034, 5835, 4261, 2683, 1012, 1016, 4008, 2475, 1012, 1022, 8732, 1012, 1023, 20549, 1012, 1019, 4868, 2487, 1012, 1020, 1011, 24568, 1012, 1019, 20636, 2629, 1012, 1014, 102]"
13,"[0.4536920681071517, 0.0087366872163319, 0.3235970636179145, 0.0161026877905101]","[101, 19034, 1060, 10020, 19988, 1012, 1019, 1061, 10020, 6109, 1012, 1014, 1060, 17848, 4229, 2475, 1012, 1019, 1061, 17848, 24568, 1012, 2423, 2415, 1035, 1060, 27810, 2415, 1035, 1061, 10894, 7605, 1035, 1060, 4805, 1012, 24426, 26224, 2509, 7605, 1035, 1061, 1011, 16471, 1012, 5840, 23833, 27531, 7605, 1035, 1062, 6445, 2629, 1012, 1014, 7023, 1014, 1012, 6273, 23833, 16576, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2403, 1024, 5757, 9099, 1035, 1060, 1014, 1012, 3429, 21619, 2683, 2475, 9099, 1035, 1061, 1014, 1012, 4002, 2620, 2581, 24434, 9099, 1035, 1062, 1014, 1012, 25392, 28154, 2581, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 26976, 2487, 1053, 1035, 1061, 1014, 1012, 19342, 2692, 2575, 2581, 1053, 1035, 1062, 1014, 1012, 5890, 2575, 10790, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 22407, 27814, 2171, 1024, 2871, 1010, 26718, 18863, 1024, 4874, 19988, 1012, 1019, 4229, 2475, 1012, 1019, 6109, 1012, 1014, 24568, 1012, 1016, 4805, 1012, 1017, 1011, 16471, 1012, 1014, 6445, 2629, 1012, 1014, 2529, 2192, 2033, 1996, 2187, 4874, 3531, 19034, 1060, 10020, 3429, 2629, 1012, 1019, 1061, 10020, 19235, 1012, 27658, 1060, 17848, 5139, 2575, 1012, 1014, 1061, 17848, 4261, 2487, 1012, 1019, 2415, 1035, 1060, 3156, 2415, 1035, 1061, 27173, 7605, 1035, 1060, 9645, 2629, 1012, 6564, 2683, 2683, 18827, 7605, 1035, 1061, 24559, 1012, 25873, 22203, 2620, 7605, 1035, 1062, 14993, 2487, 1012, 1014, 7023, 1014, 1012, 6205, 19481, 2581, 2549, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 4413, 9099, 1035, 1060, 1014, 1012, 6273, 2581, 2581, 2581, 2475, 9099, 1035, 1061, 1014, 1012, 17696, 2620, 18827, 9099, 1035, 1062, 1014, 1012, 27240, 2575, 23833, 1053, 1035, 1060, 1014, 1012, 6365, 16703, 2620, 2581, 1053, 1035, 1061, 1011, 1014, 1012, 14210, 2575, 16576, 1053, 1035, 1062, 1014, 1012, 5890, 22275, 2683, 2549, 1053, 1035, 1059, 1014, 1012, 6185, 28311, 2683, 2171, 1024, 4720, 1010, 26718, 18863, 1024, 4874, 3429, 2629, 1012, 1019, 5139, 2575, 1012, 1014, 19235, 1012, 1023, 4261, 2487, 1012, 1019, 9645, 2629, 1012, 1023, 24559, 1012, 1018, 14993, 2487, 1012, 1014, 102]"
14,"[-1.0, -1.0, -1.0, -1.0]","[101, 19034, 1060, 10020, 19988, 1012, 1019, 1061, 10020, 6109, 1012, 1014, 1060, 17848, 4229, 2475, 1012, 1019, 1061, 17848, 24568, 1012, 2423, 2415, 1035, 1060, 27810, 2415, 1035, 1061, 10894, 7605, 1035, 1060, 4805, 1012, 24426, 26224, 2509, 7605, 1035, 1061, 1011, 16471, 1012, 5840, 23833, 27531, 7605, 1035, 1062, 6445, 2629, 1012, 1014, 7023, 1014, 1012, 6273, 23833, 16576, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2403, 1024, 5757, 9099, 1035, 1060, 1014, 1012, 3429, 21619, 2683, 2475, 9099, 1035, 1061, 1014, 1012, 4002, 2620, 2581, 24434, 9099, 1035, 1062, 1014, 1012, 25392, 28154, 2581, 1053, 1035, 1060, 1011, 1014, 1012, 29359, 26976, 2487, 1053, 1035, 1061, 1014, 1012, 19342, 2692, 2575, 2581, 1053, 1035, 1062, 1014, 1012, 5890, 2575, 10790, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 22407, 27814, 2171, 1024, 2871, 1010, 26718, 18863, 1024, 4874, 19988, 1012, 1019, 4229, 2475, 1012, 1019, 6109, 1012, 1014, 24568, 1012, 1016, 4805, 1012, 1017, 1011, 16471, 1012, 1014, 6445, 2629, 1012, 1014, 2529, 3531, 6723, 1996, 2892, 19034, 5835, 28469, 1012, 1019, 4413, 2549, 1012, 1019, 16065, 1012, 1014, 25048, 1012, 1014, 17332, 1012, 1014, 1011, 4090, 1012, 1015, 9645, 2683, 1012, 1014, 102]"
15,"[0.3826623569234874, -0.0445849682452379, 0.1657758455529783, -0.0166535402285424]","[101, 19034, 1060, 10020, 3998, 1012, 1019, 1061, 10020, 17832, 1012, 4293, 1060, 17848, 3486, 2509, 1012, 1014, 1061, 17848, 23593, 1012, 2423, 2415, 1035, 1060, 28188, 2415, 1035, 1061, 20713, 7605, 1035, 1060, 1020, 1012, 4749, 16703, 2692, 2620, 7605, 1035, 1061, 1011, 4583, 1012, 6205, 25746, 2683, 2629, 7605, 1035, 1062, 5139, 2549, 1012, 1014, 7023, 1014, 1012, 6445, 22203, 2683, 2629, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5511, 1024, 4090, 9099, 1035, 1060, 1014, 1012, 4229, 23833, 2575, 2475, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 19961, 27531, 9099, 1035, 1062, 1014, 1012, 13913, 2581, 2581, 2575, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2620, 17465, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 10790, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 28756, 27009, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 16576, 23632, 2171, 1024, 2184, 1010, 26718, 18863, 1024, 4874, 3998, 1012, 1019, 3486, 2509, 1012, 1014, 17832, 1012, 1022, 23593, 1012, 1016, 1020, 1012, 1019, 1011, 4583, 1012, 1023, 5139, 2549, 1012, 1014, 2529, 2202, 1996, 2187, 2452, 19034, 1060, 10020, 29562, 1012, 2423, 1061, 10020, 22115, 1012, 8732, 1060, 17848, 28048, 1012, 2423, 1061, 17848, 14210, 1012, 2423, 2415, 1035, 1060, 4029, 2620, 2415, 1035, 1061, 22955, 7605, 1035, 1060, 9645, 1012, 5174, 22203, 2487, 7605, 1035, 1061, 5345, 1012, 23988, 2692, 2620, 2620, 7605, 1035, 1062, 6564, 2509, 1012, 1014, 7023, 1014, 1012, 5824, 12376, 2683, 2620, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2459, 1024, 2322, 9099, 1035, 1060, 1014, 1012, 3438, 20958, 24594, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 26187, 23499, 9099, 1035, 1062, 1014, 1012, 2901, 2581, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 22203, 20842, 1053, 1035, 1061, 1014, 1012, 3486, 16703, 2692, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 21057, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 23777, 22394, 2171, 1024, 6146, 1010, 26718, 18863, 1024, 4874, 29562, 1012, 1016, 28048, 1012, 1016, 22115, 1012, 1015, 14210, 1012, 1016, 9645, 1012, 1020, 5345, 1012, 1018, 6564, 2509, 1012, 1014, 102]"
16,"[0.5860600055503538, -0.0446349204852387, 0.1622996822406689, -0.0167263138597063]","[101, 19034, 1060, 10020, 23297, 1012, 1014, 1061, 10020, 24568, 1012, 18034, 1060, 17848, 25048, 1012, 1014, 1061, 17848, 4090, 2620, 1012, 1014, 2415, 1035, 1060, 25371, 2415, 1035, 1061, 27240, 7605, 1035, 1060, 1011, 6365, 1012, 6390, 28311, 20842, 7605, 1035, 1061, 12904, 1012, 4464, 19481, 2620, 7605, 1035, 1062, 4293, 2475, 1012, 1014, 7023, 1014, 1012, 25103, 2683, 2581, 2509, 2465, 4601, 2171, 2452, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5718, 1024, 5709, 9099, 1035, 1060, 1014, 1012, 6079, 2575, 17134, 9099, 1035, 1061, 1011, 1014, 1012, 17403, 22932, 2487, 9099, 1035, 1062, 1014, 1012, 4764, 16147, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 28154, 2581, 2509, 1053, 1035, 1061, 1014, 1012, 4090, 2683, 19317, 2575, 1053, 1035, 1062, 1011, 1014, 1012, 6021, 2683, 16048, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 16932, 2683, 2683, 2171, 1024, 1017, 1010, 26718, 18863, 1024, 4874, 23297, 1012, 1014, 25048, 1012, 1014, 24568, 1012, 1018, 4090, 2620, 1012, 1014, 1011, 6365, 1012, 1021, 12904, 1012, 1018, 4293, 2475, 1012, 1014, 19034, 1060, 10020, 24030, 1012, 1014, 1061, 10020, 5539, 1012, 22810, 1060, 17848, 4229, 2549, 1012, 1014, 1061, 17848, 27234, 1012, 1014, 2415, 1035, 1060, 28906, 2415, 1035, 1061, 23090, 7605, 1035, 1060, 5764, 1012, 4029, 21057, 15136, 7605, 1035, 1061, 8746, 1012, 20335, 2620, 17465, 7605, 1035, 1062, 6640, 2549, 1012, 1014, 7023, 1014, 1012, 4805, 19841, 23632, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2324, 1024, 6021, 9099, 1035, 1060, 1014, 1012, 5388, 16086, 2575, 9099, 1035, 1061, 1011, 1014, 1012, 5840, 21472, 19481, 9099, 1035, 1062, 1014, 1012, 29056, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 2575, 1053, 1035, 1061, 1014, 1012, 4261, 16147, 2692, 2509, 1053, 1035, 1062, 1011, 1014, 1012, 5890, 2575, 2581, 23833, 1053, 1035, 1059, 1011, 1014, 1012, 6021, 10790, 2620, 2620, 2171, 1024, 6535, 1010, 26718, 18863, 1024, 4874, 24030, 1012, 1014, 4229, 2549, 1012, 1014, 5539, 1012, 1020, 27234, 1012, 1014, 5764, 1012, 1018, 8746, 1012, 1016, 6640, 2549, 1012, 1014, 2529, 3531, 2507, 2033, 1996, 2157, 14757, 102]"
17,"[0.271005540080076, 0.1342513074638265, 0.2968154940907666, -0.0062010710611588]","[101, 19034, 1060, 10020, 4029, 2509, 1012, 1019, 1061, 10020, 5187, 1012, 4724, 23352, 1060, 17848, 4601, 2575, 1012, 1019, 1061, 17848, 11827, 1012, 1014, 2415, 1035, 1060, 20024, 2415, 1035, 1061, 12606, 7605, 1035, 1060, 18225, 1012, 6640, 2683, 2620, 14526, 7605, 1035, 1061, 1011, 28135, 1012, 28203, 21619, 2509, 7605, 1035, 1062, 5986, 2509, 1012, 1014, 7023, 1014, 1012, 16029, 2692, 2620, 2620, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 2321, 1024, 2756, 9099, 1035, 1060, 1014, 1012, 25103, 8889, 2575, 9099, 1035, 1061, 1014, 1012, 15170, 17788, 2487, 9099, 1035, 1062, 1014, 1012, 27200, 2620, 16068, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 2683, 23632, 1053, 1035, 1061, 1014, 1012, 4261, 18827, 28756, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2575, 11387, 2487, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 17788, 16068, 2171, 1024, 4749, 1010, 26718, 18863, 1024, 4874, 4029, 2509, 1012, 1019, 4601, 2575, 1012, 1019, 5187, 1012, 1018, 11827, 1012, 1014, 18225, 1012, 1022, 1011, 28135, 1012, 1018, 5986, 2509, 1012, 1014, 19034, 1060, 10020, 26628, 1012, 2423, 1061, 10020, 13741, 1012, 18034, 1060, 17848, 3486, 2509, 1012, 2423, 1061, 17848, 19015, 1012, 18034, 2415, 1035, 1060, 24426, 2415, 1035, 1061, 18677, 7605, 1035, 1060, 1014, 1012, 1014, 7605, 1035, 1061, 1011, 1014, 1012, 1014, 7605, 1035, 1062, 1014, 1012, 1014, 7023, 1014, 1012, 5354, 20842, 22394, 2465, 4464, 2171, 5835, 3058, 2570, 1011, 5641, 1011, 16798, 2475, 2051, 2321, 1024, 5641, 1024, 4466, 9099, 1035, 1060, 1014, 1012, 4029, 2683, 24087, 2509, 9099, 1035, 1061, 1014, 1012, 5890, 26187, 2549, 9099, 1035, 1062, 1014, 1012, 4051, 18139, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 17788, 22907, 1053, 1035, 1061, 1014, 1012, 9475, 2683, 19481, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 2620, 19317, 2629, 1053, 1035, 1059, 1014, 1012, 4002, 2581, 17788, 2620, 2171, 1024, 2324, 1010, 26718, 18863, 1024, 4874, 26628, 1012, 1016, 3486, 2509, 1012, 1016, 13741, 1012, 1018, 19015, 1012, 1018, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 2529, 2192, 2033, 1996, 2157, 3482, 102]"
18,"[0.4379798463530173, -0.1563007386679468, 0.1950844680337645, 0.0255869824200615]","[101, 19034, 1060, 10020, 3486, 2509, 1012, 4293, 1061, 10020, 16087, 1012, 27658, 1060, 17848, 24837, 1012, 2423, 1061, 17848, 18512, 1012, 22810, 2415, 1035, 1060, 4261, 2683, 2415, 1035, 1061, 12862, 7605, 1035, 1060, 22060, 1012, 6535, 23632, 21084, 7605, 1035, 1061, 1011, 21211, 1012, 6227, 2692, 23833, 2509, 7605, 1035, 1062, 25682, 1012, 1014, 7023, 1014, 1012, 6227, 2575, 23352, 2620, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2324, 1024, 2654, 9099, 1035, 1060, 1014, 1012, 26628, 16086, 2575, 9099, 1035, 1061, 1014, 1012, 5840, 23777, 2620, 2581, 9099, 1035, 1062, 1014, 1012, 26538, 2620, 2487, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 16086, 21472, 1053, 1035, 1061, 1014, 1012, 28474, 23499, 2629, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 23833, 19481, 1053, 1035, 1059, 1011, 1014, 1012, 5890, 2620, 17788, 2475, 2171, 1024, 6282, 1010, 26718, 18863, 1024, 4874, 3486, 2509, 1012, 1022, 24837, 1012, 1016, 16087, 1012, 1023, 18512, 1012, 1020, 22060, 1012, 1022, 1011, 21211, 1012, 1023, 25682, 1012, 1014, 2529, 3531, 2192, 2033, 1996, 2187, 2452, 19034, 1060, 10020, 20802, 1012, 22810, 1061, 10020, 17365, 1012, 27658, 1060, 17848, 25504, 1012, 1014, 1061, 17848, 5539, 1012, 22810, 2415, 1035, 1060, 23254, 2415, 1035, 1061, 18744, 7605, 1035, 1060, 1011, 16710, 1012, 4413, 14142, 2581, 2575, 7605, 1035, 1061, 1011, 5824, 1012, 3938, 23833, 2575, 2620, 7605, 1035, 1062, 6564, 2475, 1012, 1014, 7023, 1014, 1012, 6486, 19961, 21486, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2570, 1024, 4413, 1024, 5401, 9099, 1035, 1060, 1014, 1012, 4724, 2581, 2683, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 16734, 14142, 2487, 9099, 1035, 1062, 1014, 1012, 3925, 2620, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6227, 2581, 22907, 2581, 1053, 1035, 1061, 1014, 1012, 4261, 21926, 23499, 1053, 1035, 1062, 1014, 1012, 6185, 24087, 2620, 2581, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 2683, 23777, 2475, 2171, 1024, 4583, 1010, 26718, 18863, 1024, 4874, 20802, 1012, 1020, 25504, 1012, 1014, 17365, 1012, 1023, 5539, 1012, 1020, 1011, 16710, 1012, 1018, 1011, 5824, 1012, 1023, 6564, 2475, 1012, 1014, 102]"
19,"[0.3070520028282777, 0.0038321595091054, 0.2866772956380545, -0.0172297715300331]","[101, 19034, 5835, 26953, 1012, 1019, 28358, 1012, 1014, 6421, 1012, 1015, 19627, 1012, 1018, 1011, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 19034, 2452, 27003, 1012, 1019, 4261, 2620, 1012, 1014, 19975, 1012, 1020, 17528, 1012, 1016, 6273, 1012, 1022, 1011, 1020, 1012, 1019, 5585, 2549, 1012, 1014, 2529, 3531, 2202, 1996, 11565, 6073, 2099, 102]"
20,"[0.6322531060434141, 0.199312265287262, 0.220226418442296, -0.3133259897142675]","[101, 2529, 3531, 6723, 1996, 4874, 19034, 5835, 4229, 2683, 1012, 1014, 4466, 2683, 1012, 1019, 10114, 1012, 1017, 4090, 2475, 1012, 1016, 11827, 1012, 1017, 1011, 2603, 1012, 1019, 5786, 2475, 1012, 1014, 19034, 2452, 23593, 1012, 1018, 25048, 1012, 1019, 5539, 1012, 1019, 3486, 2683, 1012, 1019, 1011, 6365, 1012, 1019, 13029, 1012, 1015, 6421, 2629, 1012, 1014, 102]"
21,"[0.6950799573292412, -0.129356698996695, 0.2860904124453462, 0.0445626462292717]","[101, 19034, 2452, 24622, 1012, 1022, 4029, 2475, 1012, 1022, 5018, 1012, 1023, 22431, 1012, 1015, 1014, 1012, 1014, 1011, 1014, 1012, 1014, 1014, 1012, 1014, 19034, 5835, 20741, 1012, 1018, 25504, 1012, 1019, 21489, 1012, 1019, 28048, 1012, 1014, 1011, 13092, 1012, 1022, 14378, 1012, 1022, 5764, 2487, 1012, 1014, 2529, 3413, 2033, 1996, 4874, 102]"
22,"[0.5706715012924846, -0.0224868479985164, 0.1988993913769697, -0.0264749846066968]","[101, 2529, 3413, 2033, 1996, 14757, 3531, 19034, 2452, 16029, 1012, 1016, 23988, 1012, 1016, 20741, 1012, 1022, 26257, 1012, 1016, 13285, 1012, 1015, 4185, 1012, 1021, 3938, 2629, 1012, 1014, 19034, 5835, 18034, 1012, 1019, 25873, 1012, 1014, 14378, 1012, 1022, 16798, 1012, 1022, 19681, 1012, 1014, 1011, 19609, 1012, 1018, 5818, 2620, 1012, 1014, 102]"
23,"[0.6042286446836771, -0.0365392722557941, 0.1990737111685482, -0.009029627778117]","[101, 2529, 10616, 1996, 2157, 2452, 3531, 19034, 1060, 10020, 29562, 1012, 2423, 1061, 10020, 22115, 1012, 8732, 1060, 17848, 28048, 1012, 2423, 1061, 17848, 14210, 1012, 2423, 2415, 1035, 1060, 4029, 2620, 2415, 1035, 1061, 22955, 7605, 1035, 1060, 9645, 1012, 5174, 22203, 2487, 7605, 1035, 1061, 5345, 1012, 23988, 2692, 2620, 2620, 7605, 1035, 1062, 6564, 2509, 1012, 1014, 7023, 1014, 1012, 5824, 12376, 2683, 2620, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2459, 1024, 2322, 9099, 1035, 1060, 1014, 1012, 3438, 20958, 24594, 9099, 1035, 1061, 1011, 1014, 1012, 6021, 26187, 23499, 9099, 1035, 1062, 1014, 1012, 2901, 2581, 2549, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 22203, 20842, 1053, 1035, 1061, 1014, 1012, 3486, 16703, 2692, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 4002, 21057, 2509, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 23777, 22394, 2171, 1024, 6146, 1010, 26718, 18863, 1024, 4874, 29562, 1012, 1016, 28048, 1012, 1016, 22115, 1012, 1015, 14210, 1012, 1016, 9645, 1012, 1020, 5345, 1012, 1018, 6564, 2509, 1012, 1014, 19034, 1060, 10020, 25048, 1012, 4293, 1061, 10020, 12963, 1012, 5179, 17788, 1060, 17848, 4029, 2487, 1012, 2423, 1061, 17848, 16798, 1012, 1019, 2415, 1035, 1060, 24426, 2415, 1035, 1061, 8148, 7605, 1035, 1060, 4090, 1012, 17332, 2692, 19481, 7605, 1035, 1061, 1011, 19975, 1012, 20405, 2575, 19481, 7605, 1035, 1062, 5986, 2575, 1012, 1014, 7023, 1014, 1012, 6227, 2581, 2581, 22022, 2465, 4601, 2171, 2452, 3058, 2539, 1011, 5641, 1011, 16798, 2475, 2051, 2603, 1024, 2459, 1024, 4466, 9099, 1035, 1060, 1014, 1012, 24559, 2620, 2581, 2620, 9099, 1035, 1061, 1011, 1014, 1012, 6185, 12376, 22025, 9099, 1035, 1062, 1014, 1012, 3245, 2581, 2509, 1053, 1035, 1060, 1011, 1014, 1012, 6109, 24434, 22022, 1053, 1035, 1061, 1014, 1012, 26231, 24594, 2549, 1053, 1035, 1062, 1011, 1014, 1012, 2199, 2620, 22610, 1053, 1035, 1059, 1011, 1014, 1012, 6185, 16147, 24594, 2171, 1024, 6275, 1010, 26718, 18863, 1024, 4874, 25048, 1012, 1022, 4029, 2487, 1012, 1016, 12963, 1012, 1020, 16798, 1012, 1019, 4090, 1012, 1015, 1011, 19975, 1012, 1017, 5986, 2575, 1012, 1014, 102]"
24,"[0.402256924445294, 0.0132617436706985, 0.2522261623961969, -0.0087597150061802]","[101, 2529, 3413, 2033, 1996, 4874, 3531, 19034, 2452, 29562, 1012, 1016, 28048, 1012, 1016, 22115, 1012, 1015, 14210, 1012, 1016, 9645, 1012, 1020, 5345, 1012, 1018, 6564, 2509, 1012, 1014, 19034, 5835, 27240, 1012, 1019, 4261, 2487, 1012, 1019, 12457, 1012, 1023, 22030, 1012, 1015, 2538, 1012, 1017, 1011, 5989, 1012, 1023, 3438, 2475, 1012, 1014, 102]"
